0  9 15 22 63 67 76
1  18 20 30 38 39 40 63 77 91
2  18 21 23 24 40 70 74 98 99
3  21 25 43 48 55 60 67 68 73 75 94 95 96 98
4  8 10 17 21 25 27 29 31 35 46 54 59 61
5  10 22 23 27 31 35 44 73 77 85 91 93 95 98
6  13 58 71
7  26 41 75 80
8  31 46 66 76 89 94 97 98
9  3 46 55 77 91
10  17 25 35 45 46 53 54 64 76 83 84 91 97
11  53 57 76 77 90
12  8 10 21 27 31 59
13  27 32 49 53 77 90
14  19 30 34 37 48 54 55 63 64 77 78 84
15  1 8 45 49
16  8 26 37 48 65 71 75 76 87 90 95
17  5 8 9 10 14 33 35 42 53 80 83 84 87 95 97
18  15 23 70
19  47 49 58 78 84 87 98
20  4 14 22 34 51 52 66 83
21  10 14 18 23 33 38 41 42 48 52 68 73 75 80 87 92 93
22  26 27 41 57 73 75 80 93
23  10 11 23 31 39 49 62 66 68 84 87 95 99
24  6 19 30 40 48 52 55 63 91
25  8 10 21 27 31 53 58 59 65
26  10 13 17 25 30 49 58 59 71
27  18 43 52 73 75 91 98
28  1 5 19 71
29  3 4 9 25 33 35 71 75 77 93
30  0 6 19 25 26 27 32 40 41 43 48 60 65 73 75 77 80 87 90 93
31  10 15 41 76 89
32  0 4 5 14 27 32 55 73
33  8 10 21 27 31 53 59 83 84
34  3 10 21 22 23 29 31 35 39 46 47 54 64 86 94 98
35  7 15 20 38 57 58 68 70 71 83
36  3 9 18 21 25 33 35 60 64 72 83 93 96
37  11 23 31 34 51 62 64 67 84 97
38  10 21 23 25 46 60 76 87
39  4 14 53 64 73 83 84 90 92 97
40  20 33 67 90
41  10 21 25 27 32 41 50 60 70 77 79
42  10 35 42 57 93 95 98
43  60 69 95
44  9 10 18 21 31 35 38 43 49 53 61 66 76 83 84 97
45  8 18 20 27 55 59 65 68 72 74 76 93 95 96
46  19 29 31 50 55 56 68 69 70 79 91 94 95
47  21 23 46 81 87
48  8 10 21 27 31 59
