0  0 85
1  35 40 85 94
2  78 88
3  8 24 27 28 30 41 45 78
4  16 40 71
5  6 41 48 86 94 95
6  0 6 25 27 45 64 98
7  3 5 45 75
8  9 53 55 69
9  61 85 87 95
10  3 18 24 27 31 47 69 82
11  32 35 90 98
12  21 28 46 71 74 78
13  16 27 70 71 73 98
14  8 50 61 77 91 97 98
15  28 41 45 78 96
16  46
17  56 62 85 87 95
18  33 35 98
19  0 40 45 91
20  27 28 41 70 73 78
21  10 14 21 53 69 75 76 87 93
22  30 31 61 70 83 91 96
23  0 6 25 27 45 64
24  29 31 40 55 64 71
25  15 41 56 61 75 98
26  1 19 28 35 39 41 51 72 78
27  21 53
28  3 31 50 69 76
29  22 48 82 85 86 94
30  0 6 22 25 27 42 45 64 73 78
31  31 52
32  0 6 25 27 45 64
33  0 6 25 27 45 53 64
34  29 41 56
35  35 43 96
36  0 6 23 25 27 45 48 64
37  48 65 69 76 85 90
38  2 30 40 41 46 47 55
39  28 78
40  42 78 85 98 99
41  64 76 91 97 98
42  29 48 85
43  48 94
44  31 35 52 75 83
45  15 29 41 75 98
46  69
47  16 24 27 71 81
48  21 42 61 71 74
49  3 6 13 95
50  1 21 28 31 87 95
51  21 39 51 55 61 68 75 77 93 95
52  5 93
53  16 42 77 78 95 98
54  8 21 29 48 52 55 62 74 87
55  21 75 77 87 93
56  30 31 40 52 91
57  22 36 83
58  28 41 78
59  5 19 28 39 41 51 53
60  26 41 50 61 98
61  27 50 70 73 85 96
62  15 50 75 98
63  21 71 74 95
64  21 23 48 71 74
65  15 34 42 95
66  8 17 18 27 30 50 52 61 63 98
67  29 80 87 94
68  30 50 52 73
69  0 3 24 31 35 46 50 69 98
70  96
71  23 29 48 52 71 76 84 97
72  10 17 50 52 63
73  50 51 61 62 71
74  21
75  27 70
76  27 68
77  16 28 31 40 41 70 71 74 78 85
78  19 39 51
79  20 50 62
80  0 20 21 50 53 62 71 74
81  28 41 78
82  35 40 48 65 90 94
83  0 6 25 27 28 41 45 64 78
84  5 17 31 83 88
85  29 30 31 48 85
86  12 50 85
87  17 21 27 28 31 41 52 71 74
88  8 16 50 53 61 98
89  7 62 87
90  17 31 85 87
91  23 48 91 97
92  52 64 93
93  0 6 17 25 27 45 64
94  16 91 97 98
95  27 56 62 73 85
96  10 17 27 39 50 51 52 63 87 91 97
97  3 24 31 36 50 69 76
98  5 7 46 78 87 93 95 97
99  0 21
100  24 28 41 78 81 85 98
101  68 95
102  17 21 38 71 74 98
103  17 29 41 56
104  5 20 50 62 91
105  85
106  98
107  0 6 25 27 45 64
108  77
109  28
110  24 71 81 90 98
111  74 92
112  27 31 70 73 85
113  17 48 83 86
114  37 88
115  1 29 56 62 70 74 85 87 95
116  5 27 70 77 96
117  8 33
118  21 28 41 48 71 74 78
119  2 27 30 40 97
120  18 49 52 76
121  0 29 41 56 61
122  0 5 6 25 27 45 64 93
123  0 77
124  1 87 95 96 98
125  55 85
126  15 41 48 75 85 86 94 98
127  0 46 61 63 77
128  52 75 78 88
129  0 6 25 27 45 64 75 91 97
130  11 27 70 74 85 92
131  24 53 84 88
132  91 97
133  9 40 55 59
134  15 45 75 83 91 98
135  36 53 97
136  21
137  38
138  28 35 41 98
139  24
140  15 24 28 55 75 78 98
141  1 2 31 32 52
142  27 71 73
143  1 5 64 85 87 95
144  28 70 74 84
145  17 45 48 56 83 95
146  3 5 24 29 31 41 61 69
147  5 17 55
148  27 31 40 45 52 91
149  1 29 35 70
150  31 52
151  18 32 50 52 53 76
152  7 55
153  37 42 93
154  16 31 52
155  0 6 25 27 40 45 46 56 61 64 76 85 92 93
156  28 41 78
157  29 50 53 73 93 99
158  15 28 53 75 84 98
159  3 24 31 50 69 76 80 99
160  73
161  27 41 73 88 98
162  31 52 73 74 83 85 92 97
163  20 34 50 53 62 68 95
164  71 96
165  53 69
166  3 46
167  11 19 28 39 41 51 53 61 78 95
168  27 45 91
169  0 27 46 85 96
170  27 85
171  10 17 50 52 63
172  15 75 98
173  38
174  45 76
175  21 40 71 74 91
176  8 50 61 98
177  3 5 21 75
178  3 5 27 30 33 45 75 85
179  95
180  17 48 83 86 95
181  21 27 35 70 71 74
182  11 34 74
183  48 83 86
184  0 10 21 53 54 71 74 95
185  17 52
186  21 22 29 55 98
187  34 55 75 91
188  21 75 76 87 93
189  3 5 17 22 41 53 56 63 75
190  10 17 22 29 50 52 56 61 63
191  22 53
192  23 28 41 48 56 81 84
193  32 45 46 53 70 74
194  1 11 32 53 56 64 73 95
195  3 31 60
196  5 12 16 30 97
197  38 61 77
198  23 48 70
199  29 52
200  28 41 78
201  46
202  42
203  3 24 31 50 69 76
204  35 42 54 95 99
205  23 29 48 55 96
206  6 42 88 95
207  5 46 85 91 97
208  17 27 48 65 70 76 82 85
209  34 40 45
210  28 55 71 84
211  10 17 50 52 63 77 91
212  37
213  17 83
214  41 48 62 87
215  17 31 48 83
216  5 21 41 75 78 87 93
217  17 40 48 83 86
218  15 27 31 62 75 86 87 95 98
219  36 56 83 85
220  91 95 97
221  18 29 41 52 56 61
222  21 77
223  78 88
224  5 22 35 41 53
225  55 78 97
226  8 27 31 40 45 50 61 91 98
227  10 35 52 98
228  8
229  7 18 24 33 35 49 52 98
230  1 3 21 62 91 92 96 97
231  52 73
232  40 51 62 85
233  32 35 55 62 85 87 93 95 99
234  15 75 98
235  3 24 31 50 69 76
236  1 7 55 64 85 87 95
237  5 22 34 55 64
238  29 61
239  0 11 28 41 50 78 85
240  0 6 25 27 45 64
241  29 56
242  16 23 31 40 48 85
243  15 75 98
244  11 21 31 74 85
245  29 30 52 56 61 91 97 99
246  7 95
247  50 62
248  35 53 90 98
249  21 71 74
250  7 8
251  12 16 18 22 75
252  9 30 71 73 98
253  18 32 41 48 81 86 94
254  20 50 62 77 83 94
255  27 52 73
256  5 10 27 32 45 85
257  9 55
258  11 48 74 76 90
259  1 72
260  78
261  36 37 41 42 53 78 95
262  45 52
263  8 17 24 50 61 74 81 85 98
264  22 42 52 85 95
265  28 34 41 56 62 85 95
266  5 64 93
267  1 2 11 32
268  0 6 25 27 33 45 64
269  0 53 85
270  34
271  54
272  6 9 22 39 54 85 95
273  21
274  20 50 62
275  55 61 71 77
276  0 6 25 27 45 64
277  70
278  1 38 57
279  35 45 56 61 91 98
280  52
281  18 49 52
282  36
283  19 39 51 52
284  3 24 31 50 53 69 76
285  27 45 77 97
286  9 55 87 95 96
287  36 53 84 91 97
288  22 83 88
289  5 14 28 29 30 48 64 78 93
290  18 24 31 52 69 97
291  29 41 61 77
292  74 85 92
293  0 41 48 54 85 86 94
294  28 29 31 53 91
295  45 85 87 95 98
296  40
297  1 21 75 76 87 93
298  37 93 98
299  28
300  27 36 53 70
301  10 17 50 52 63
302  45
303  0 12 28 33 41 78 85
304  35 40
305  3 50 53 71 75
306  21 75 76 87 93
307  29 56 58 61
308  1 72 88 97
309  0 51 85
310  8 21 28 41 50 61 85 98
311  19 39 51 64 76 96
312  56 62 95
313  91
314  46 91 96 97
315  8 26 52 53 90 98
316  96 97
317  56 62 87 95
318  27 46 53 96
319  3 24 50 76 77
320  21 31 52 71 74 75
321  62 85 91 95 97
322  56 62 85 87
323  3 19 24 31 39 41 50 51 55 69 76
324  24 27 40 81
325  27 70 73
326  6 23 27 29 41 48 54 56 61
327  31 42 52 54
328  3 24 31 61 69 76
329  50 79 88
330  7 8 29 50 70 73 98
331  27 45
332  29 63 80 94
333  0 6 25 27 45 64
334  8 31 50 61 98
335  10 17 22 28 41 50 52 63 78
336  28 45 61 63 96
337  5 53 61 63 86 97
338  27
339  21 28 41 46 81 96
340  3 24 31 69
341  5 19 39 53 71 85
342  5 61 63 75 86
343  8 69
344  28 84
345  27 45 50 70 73
346  27 31 52 70 73 98
347  42 68 71 77 85 95
348  15 75 98
349  23 48 53 90 98
350  5 30 40 45 56 64 85 87 95
351  82 85
352  5 45 54 61 63 81
353  29 41 56 70 73
354  8 21 50 61 98
355  18 35 49 52 90 98
356  14 41 47 71
357  13 50 55 73
358  83 89
359  13 17 42 50 63 78 81
360  5 13 28 41 78 95
361  35 46 48 71 76 83
362  38 57
363  1 38 57
364  5 26 64 93
365  21 35 40 94
366  21 71 74
367  27 40 41
368  16 30 73 98
369  46
370  8 24 50 61 81 98
371  62
372  1 32 38 41 42 48 86 95
373  64 76
374  3
375  17 48 83 86
376  11 24
377  0 6 25 27 45 64
378  3 24 31 50 69 76
379  29 34 52
380  27 33 41 73 98
381  27 29 61 70 73 77 96
382  6 29 35 54 64 90 95 98
383  19 39 51 61 71
384  0 6 25 27 31 45 64 98
385  9 40 55 59
386  31 52
387  8 56 78 95
388  1 41 85 87 95
389  11 35 53 74 77 90 95
390  5 8 26 53 61 63
391  8 27 38 70 75
392  0 16 21 27 28 41 56 62 70 71 87
393  15 27 41 62 75 84 98
394  1 2 3 11 32 46 53
395  42 78 96
396  2 30 40
397  0 1 6 17 25 27 45 64
398  8 30 35 40 50 61 94 98
399  3 24 28 31 41 50 69 76 78 95
400  19 39 52 75
401  56 62 87 95
402  30 35 46 83 98
403  1 41 54 85 87 95
404  2 30 40 56 61
405  41
406  35 90 98
407  62
408  0 6 9 18 25 27 40 45 55 59 64 68 69 71 74
409  15 37 62 75 77 85 87 93 98
410  24 81 95 97
411  17 52 97
412  30 40 45
413  74 75 78 83 85
414  3 20 24 50 69 76
415  1 2 30 38 40 57 62 82
416  2 30 35 40
417  10 52 95
418  0 1 85 87 95 97
419  33 35 98
420  27 31 33 35 70 83 98
421  8 9 27 45 50 53 55 61 70 73 98
422  9 82 94 97
423  5 21 27 30 40
424  23 24 37 48 53 66 71 98
425  18 49 52 78 88
426  0 6 25 27 45 47 64
427  5 21 46 76 87 93 95
428  28 41 48 61 77 78 94
429  23 48 77 78 96
430  5 27 70
431  0 27 46 85 88 95 96
432  8 50 61 98
433  41 46 77 84 96
434  1 31 35 52
435  78
436  18 27 41 49 52 91 97
437  23 35 48 93 98
438  27 41 48 52 70 73 75 94
439  51 62 77
440  19 31 39 41 45 51
441  10 17 24 26 52 78 81
442  18 33 35 85
443  52 53 95
444  27 30 40 45
445  69 76
446  11 16 40 55 61 77 81
447  27 70 73 91 97
448  15 46 61 75 98
449  5 19 27 40 51 52 91
450  11 34 42 46
451  42 56 62 85 87
452  69 74 85 96
453  53 69 91 97
454  55
455  1 50 52 77 82 95 97
456  35 52 71
457  81
458  27 30 70
459  5 35 40 94
460  29 41 56 61
461  11 21 29 41 61 71 74 80 98
462  88
463  28
464  5 8 50 61 98
465  77 83
466  1 41 85 87 95
467  74 85 92
468  2 30 31 40 52 55 74 85 96
469  46 73 96
470  5 63
471  73
472  21 53 75 76 87 93 97
473  21 26 32 37 45
474  28 41 46 78
475  30 42 61 71 88
476  10 17 50 52
477  31 35 52 55 98
478  28 41 78 97
479  3 31 50 69 76
480  18 49 52 96
481  5 18 30 50 73
482  2
483  5 17 28 41 46 78 82 96
484  5 93
485  11 31 70 96
486  40 53 88 91 97
487  53
488  18 52 77 95
489  17 82 91 97
490  70 91 97
491  48 86
492  22 27 52 53 70 85 86
493  70
494  16 28 31 41 47 64 78
495  9 23 26 48 55 68
496  1 8 10 26 87 95
497  19 39 51
498  1 23 48 62 85 87
499  35 40
500  1 57 62
501  93
502  21 75 76 87 93
503  5 64 97
504  0 6 8 10 25 27 45 64
505  3 5 41 75 81 91 97
506  53 75 83 84
507  41 54 86
508  31 88
509  0 6 25 27 45 64
510  9 11 16 55 74 96 98
511  8 27 50 61 70 73 98
512  15 28 29 35 41 78 90
513  22 52
514  55 75
515  0 6 25 27 45 64
516  3 46 84
517  41 86 94 95
518  1 62 64 83 85 87
519  5 29 31 41 52
520  31 40 45
521  46 53 70
522  41 56 84 91 97
523  10 17 23 48 50 53 61 63
524  15 28 31 75 95 98
525  1 35 98
526  1 31 52 85 87 95
527  19 24 27 39 40 41 45 51 53 78
528  95
529  1 21 45 71 74 95
530  0 91
531  0 6 25 27 45 64
532  17 83
533  3 24 31 38 69
534  21 43 46 50 70 73
535  41 61 93
536  41 46 88
537  21 28 30 31 40 78
538  41 45
539  22
540  61 70 91 93 97
541  3 24 31 47 50 69 76
542  3 11 27 70 73
543  17 34 37 42 82
544  11 27 31 37 71
545  17 82 93
546  5 42 70 73 93
547  0 6 25 27 45 64
548  35 40 71 94 98
549  27 70
550  21 48 71 74 78 86 88 97
551  85
552  5 15 50 61 73 93
553  1 85 87 93 95
554  29 55
555  31 51 52 55 62 95
556  1 17 31 45 55 85 87 88 91 95 97
557  20 27 45 50 91 97
558  38 57
559  35 90 98
560  27 70 99
561  10 52 53 75 76 87 93
562  11 29 30 46 50 73 88
563  15 18 49 52 75 86 98
564  27 53 54 68 70 93 95
565  41 48 76 85 86 94
566  33 35 53 98
567  1 8 11 87 95 96
568  98
569  6 13 42 54
570  21
